,Ticker,Date,Time,Headline,neg,neu,pos,compound
35,AAPL,Dec-22-20,09:59PM,Apple Added More Gains In A Day On EV Rumors Than GM's Entire Valuation,0.0,0.817,0.183,0.4005
36,AAPL,Dec-22-20,09:33PM,"Unlike Tesla, Apple's Worth Based On Lifetime Value Of Customer Base  Cramer Sees 'Upside' In EV Foray",0.0,0.777,0.223,0.5106
37,AAPL,Dec-22-20,07:24PM,Musk says he tried to sell Tesla to Apple during Model 3 crunch,0.0,1.0,0.0,0.0
38,AAPL,Dec-22-20,07:01PM,Jim Cramer: The Real Market and the Dream Market,0.0,0.8,0.2,0.25
39,AAPL,Dec-22-20,05:49PM,The DJIA and S&P 500 Slip as Tech Stocks Rise,0.0,1.0,0.0,0.0
40,AAPL,Dec-22-20,05:46PM,Musk Says Apple CEO Refused Talks for Tesla at $60 Billion,0.18,0.82,0.0,-0.296
41,AAPL,Dec-22-20,05:16PM,Musk approached Apple to buy Tesla during 'darkest days',0.286,0.714,0.0,-0.4939
42,AAPL,Dec-22-20,04:40PM,"Qorvo, IBD Stock Of The Day, Riding 5G Wireless Upgrade Wave",0.0,1.0,0.0,0.0
43,AAPL,Dec-22-20,04:36PM,Elon Musk says he offered to sell Tesla to Apple but was ignored by Tim Cook,0.164,0.836,0.0,-0.4497
44,AAPL,Dec-22-20,04:31PM,"Apple Car Speculation Drives Stock Higher, But Vehicle Might Not Leave Garage",0.0,0.905,0.095,0.0382
45,AAPL,Dec-22-20,04:30PM,"Stock Market Today: Nasdaq Sets Fresh Record, But Confidence Is Flagging",0.0,0.616,0.384,0.6808
46,AAPL,Dec-22-20,04:29PM,Elon Musk says Tim Cook 'refused' to meet with him about Apple buying Tesla,0.0,1.0,0.0,0.0
47,AAPL,Dec-22-20,04:26PM,Musk tweets he reached out to Apple's Tim Cook for acquiring Tesla,0.0,0.887,0.113,0.1027
48,AAPL,Dec-22-20,04:17PM,US STOCKS-S&P 500 ends lower as new COVID storm clouds overshadow stimulus passage,0.155,0.845,0.0,-0.296
49,AAPL,Dec-22-20,04:10PM,3 Stocks with Strong Dividends to Buy for Growth in 2021,0.0,0.576,0.424,0.7096
50,AAPL,Dec-22-20,04:07PM,Lidar Stocks Rise On Report Apple Could Make A Self-Driving Car,0.0,1.0,0.0,0.0
51,AAPL,Dec-22-20,04:00PM,US STOCKS-S&P 500 ends lower as new COVID storm clouds overshadow stimulus passage,0.155,0.845,0.0,-0.296
52,AAPL,Dec-22-20,03:24PM,2 Trillion Reasons Why the Apple iCar Rumors Will Never Go Away,0.0,1.0,0.0,0.0
53,AAPL,Dec-22-20,03:00PM,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",0.0,1.0,0.0,0.0
54,AAPL,Dec-22-20,02:49PM,"Apples Car Plan Creates Tesla Bear Case, Morgan Stanley Says",0.0,0.811,0.189,0.2732
55,AAPL,Dec-22-20,02:25PM,Electric vehicle company Canoo lists on Nasdaq,0.0,1.0,0.0,0.0
56,AAPL,Dec-22-20,02:08PM,US STOCKS-S&P 500 struggles for direction as new COVID worries outweigh stimulus-passage boost,0.294,0.556,0.15,-0.3818
57,AAPL,Dec-22-20,01:54PM,"Dow Jones Drops as Apple Plans Electric Car, Boeing Secures 737 MAX Order",0.0,0.839,0.161,0.3182
58,AAPL,Dec-22-20,01:45PM,"Apple targets car production, eyes batteries: Reuters",0.0,1.0,0.0,0.0
59,AAPL,Dec-22-20,01:44PM,Lidar and EV Charging Stocks Jump on Apple Electric Car Report,0.0,1.0,0.0,0.0
60,AAPL,Dec-22-20,01:29PM,Apple Electric Car Splits Wall Street on Its Potential,0.0,1.0,0.0,0.0
61,AAPL,Dec-22-20,01:28PM,Top 4 Mutual Fund Holders of Roku Inc. (ROKU),0.0,0.795,0.205,0.2023
62,AAPL,Dec-22-20,01:28PM,Companies Owned by AAPL,0.0,1.0,0.0,0.0
63,AAPL,Dec-22-20,01:21PM,Top Apple Shareholders,0.0,0.526,0.474,0.2023
64,AAPL,Dec-22-20,01:16PM,"How Apple Makes Money: iPhones, iPads, Macs, and Services",0.0,1.0,0.0,0.0
65,AAPL,Dec-22-20,12:48PM,Why Apple Stock Climbed Higher Today,0.0,1.0,0.0,0.0
66,AAPL,Dec-22-20,12:45PM,Who Cares if Apple Builds a Car? The Stock Is Breaking Out,0.0,0.769,0.231,0.4588
67,AAPL,Dec-22-20,12:39PM,Why QuantumScape Soared Almost 30% Today,0.0,1.0,0.0,0.0
68,AAPL,Dec-22-20,12:34PM,Apple (AAPL) Reportedly Developing Electric Car,0.0,1.0,0.0,0.0
69,AAPL,Dec-22-20,12:34PM,US STOCKS-Nasdaq supported by Apple as weak economic data weighs on Wall Street,0.179,0.679,0.142,-0.1531
70,AAPL,Dec-22-20,12:29PM,Why Tesla Stock Fell Again Today,0.0,1.0,0.0,0.0
71,AAPL,Dec-22-20,12:13PM,Dow Jones Drops Despite Apple Stock's Gain; Trump Expected To Sign Stimulus Bill,0.188,0.812,0.0,-0.4168
72,AAPL,Dec-22-20,11:58AM,"Dow Jones Falls As Congress OKs Stimulus Deal, Trump Signature Expected Quickly; Apple Jumps, While Tesla Skids",0.0,1.0,0.0,0.0
73,AAPL,Dec-22-20,11:08AM,Apple Inches Toward Record After Report on Autonomous Car Plans,0.0,1.0,0.0,0.0
74,AAPL,Dec-22-20,11:02AM,Peloton Sends Nasdaq Skyward; Apple to Challenge Tesla,0.0,0.843,0.157,0.0772
75,AAPL,Dec-22-20,11:00AM,9 best high-end laptops: Work from home with a top performing machine,0.0,0.571,0.429,0.7184
76,AAPL,Dec-22-20,10:59AM,10 best high-end laptops for great performance with sleek design,0.0,0.491,0.509,0.8519
77,AAPL,Dec-22-20,10:56AM,Apple Moves Forward With Plan for Self-Driving Vehicles,0.0,1.0,0.0,0.0
78,AAPL,Dec-22-20,10:53AM,US STOCKS-Nasdaq supported by Apple; Dow and S&P fall on weak economic data,0.179,0.679,0.142,-0.1531
79,AAPL,Dec-22-20,09:58AM,"Dow Jones Fades, Stocks Mixed, As Stimulus Awaits Signature; Apple Rallies On EV News; Peloton Soars On Merger",0.0,0.929,0.071,0.0772
80,AAPL,Dec-22-20,09:38AM,Apple (AAPL) Car May Debut in 2024 With New Battery Technology,0.0,1.0,0.0,0.0
81,AAPL,Dec-22-20,09:00AM,Apple's iPhone 12 Immediately Became the No. 1 5G Phone in the World,0.167,0.833,0.0,-0.296
82,AAPL,Dec-22-20,08:48AM,"Stock indexes look set to rise, Dow flat after Congress passes COVID aid package",0.0,1.0,0.0,0.0
83,AAPL,Dec-22-20,08:24AM,"Dow Jones Futures: Congress OKs Stimulus Deal, Apple, Peloton Rise After Stock Market Rally Rebounds From Key Level",0.0,1.0,0.0,0.0
84,AAPL,Dec-22-20,08:16AM,"Peloton, Apple, Tesla, CarMax - Tuesday's Premarket Movers",0.0,1.0,0.0,0.0
85,AAPL,Dec-22-20,08:07AM,Apple and Others Are Coming for Tesla,0.0,1.0,0.0,0.0
86,AAPL,Dec-22-20,08:06AM,What Lies Ahead for FAAMG Stocks After Explosive Success in 2020?,0.181,0.581,0.239,0.2263
87,AAPL,Dec-22-20,07:23AM,"US STOCKS-Apple props up S&P, Nasdaq futures",0.0,1.0,0.0,0.0
88,AAPL,Dec-22-20,07:03AM,"3 Recession-Proof Stocks to Buy With $3,000",0.0,1.0,0.0,0.0
89,AAPL,Dec-22-20,07:02AM,Apple reportedly working on an electric car sends the stock of this Bill Gates-backed battery startup surging,0.0,1.0,0.0,0.0
90,AAPL,Dec-22-20,06:57AM,"Facebook and Google signed secret pact to maintain status quo and avoid competing, report alleges",0.136,0.864,0.0,-0.296
91,AAPL,Dec-22-20,06:32AM,1 Big Change I'm Making to My Investment Strategy in 2021,0.0,1.0,0.0,0.0
92,AAPL,Dec-22-20,06:15AM,These 10 clunkers are my worst calls from a decades worth of investment advice,0.241,0.647,0.112,-0.4939
93,AAPL,Dec-22-20,05:49AM,Markets are moving away from a 'Darwinistic' phase: Morning Brief,0.0,1.0,0.0,0.0
94,AAPL,Dec-22-20,02:36AM,An Apple-Tesla Showdown Will Happen on the Factory Floor,0.0,1.0,0.0,0.0
95,AAPL,Dec-22-20,01:37AM,"Stimulus Passed; GDP, API Due; Apple Cars - What's up in Markets",0.0,1.0,0.0,0.0
96,AAPL,Dec-21-20,06:42PM,How a Relentless Dealmaker Cracked Silicon Valleys Bros Club,0.0,0.854,0.146,0.0516
97,AAPL,Dec-21-20,05:45PM,Apple (AAPL) Gains As Market Dips: What You Should Know,0.0,0.789,0.211,0.34
98,AAPL,Dec-21-20,05:43PM,"Apple Targets Autonomous Car for Consumers by 2024, Reuters Says",0.0,1.0,0.0,0.0
99,AAPL,Dec-21-20,05:43PM,Apple reportedly plans production of electric car with 'breakthrough battery' in 2024,0.0,1.0,0.0,0.0
100,MSFT,Dec-23-20,04:59PM,Cyberpunk 2077s Opening Sales Were Below Expectations. What It Means for CD Projekt Stock.,0.0,1.0,0.0,0.0
101,MSFT,Dec-23-20,04:21PM,Dow Jones Fades As Nasdaq Reverses Lower; These Stocks Trade In Buy Zones,0.155,0.845,0.0,-0.296
102,MSFT,Dec-23-20,02:37PM,15 Biggest Software Companies in the World,0.0,1.0,0.0,0.0
103,MSFT,Dec-23-20,02:14PM,"The Zacks Analyst Blog Highlights: JPM, OSTK, MSFT, DOCU and NVDA",0.0,1.0,0.0,0.0
104,MSFT,Dec-23-20,12:56PM,The Technology Sector's 2020 and What It Means for 2021,0.0,1.0,0.0,0.0
105,MSFT,Dec-23-20,12:33PM,"Zoom Video Reportedly Developing Email, Calendars",0.0,1.0,0.0,0.0
106,MSFT,Dec-23-20,10:51AM,3 AI Stocks to Snap Up for Explosive Returns in 2021,0.0,1.0,0.0,0.0
107,MSFT,Dec-23-20,10:36AM,20 Realistic Tech Predictions for 2021 (Part Two),0.0,1.0,0.0,0.0
108,MSFT,Dec-23-20,10:34AM,"Here's Who Google, Zoom, Microsoft Call To Find Their Voice",0.0,1.0,0.0,0.0
109,MSFT,Dec-23-20,10:28AM,Dow Rises as Bulls Shrug off Stimulus Setback,0.0,1.0,0.0,0.0
110,MSFT,Dec-23-20,10:02AM,"IBM, mimik technology Partner to Advance Edge Computing",0.0,1.0,0.0,0.0
111,MSFT,Dec-23-20,09:45AM,FAAMG is Highly Overvalued: Is it Worth Paying the Premium?,0.0,0.826,0.174,0.2263
112,MSFT,Dec-23-20,09:44AM,5 Stocks to Ride the Virtual Reality Wave in 2021 & Beyond,0.0,1.0,0.0,0.0
113,MSFT,Dec-23-20,09:16AM,Alphabet (GOOGL) Invests in Indian Startups to Aid Digitization,0.0,1.0,0.0,0.0
114,MSFT,Dec-23-20,08:15AM,3 Catalysts for Google in 2021,0.0,1.0,0.0,0.0
115,MSFT,Dec-23-20,02:07AM,Poland's CD Projekt sells over 13 mln copies of Cyberpunk 2077,0.0,1.0,0.0,0.0
116,MSFT,Dec-22-20,05:32PM,StockX CEO on the top selling items this holiday season,0.0,0.619,0.381,0.6027
117,MSFT,Dec-22-20,03:00PM,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",0.0,1.0,0.0,0.0
118,MSFT,Dec-22-20,02:08PM,Companies Owned by MSFT,0.0,1.0,0.0,0.0
119,MSFT,Dec-22-20,02:05PM,Top Microsoft Shareholders,0.0,0.526,0.474,0.2023
120,MSFT,Dec-22-20,02:01PM,"How Microsoft Makes Money: Personal Computing, Cloud Services",0.0,1.0,0.0,0.0
121,MSFT,Dec-22-20,12:13PM,Dow Jones Drops Despite Apple Stock's Gain; Trump Expected To Sign Stimulus Bill,0.188,0.812,0.0,-0.4168
122,MSFT,Dec-22-20,12:00PM,Does Microsoft Pass Our 'Test'?,0.0,1.0,0.0,0.0
123,MSFT,Dec-22-20,11:30AM,Is Microsoft (MSFT) Outperforming Other Computer and Technology Stocks This Year?,0.0,1.0,0.0,0.0
124,MSFT,Dec-22-20,11:00AM,9 best high-end laptops: Work from home with a top performing machine,0.0,0.571,0.429,0.7184
125,MSFT,Dec-22-20,10:59AM,10 best high-end laptops for great performance with sleek design,0.0,0.491,0.509,0.8519
126,MSFT,Dec-22-20,10:51AM,Want to Ride the Bitcoin Wave to New Highs? Bet on These 5 Stocks,0.0,0.902,0.098,0.0772
127,MSFT,Dec-22-20,10:46AM,Cognizant (CTSH) Boosts Data Analytics With Inawisdom Buyout,0.0,0.753,0.247,0.3182
128,MSFT,Dec-22-20,10:22AM,Microsoft (MSFT) Could Hit $300 in 2021,0.0,1.0,0.0,0.0
129,MSFT,Dec-22-20,10:15AM,Here's My Plan for Microsoft,0.0,1.0,0.0,0.0
130,MSFT,Dec-22-20,08:28AM,Coronavirus Fears Driving Cloud Service Demand: 4 Winners,0.377,0.351,0.272,-0.0516
131,MSFT,Dec-22-20,08:06AM,What Lies Ahead for FAAMG Stocks After Explosive Success in 2020?,0.181,0.581,0.239,0.2263
132,MSFT,Dec-22-20,07:30AM,Best Tech Stocks To Buy Or Watch Now: 5 Growth Stocks Leading The Stock Market,0.0,0.638,0.362,0.7783
133,MSFT,Dec-22-20,06:26AM,Google Helps Birth Two Social Media Unicorns in Rapid Succession,0.0,0.645,0.355,0.5267
134,MSFT,Dec-22-20,05:49AM,Markets are moving away from a 'Darwinistic' phase: Morning Brief,0.0,1.0,0.0,0.0
135,MSFT,Dec-22-20,12:52AM,"Indian TikTok clone gets Google, Microsoft backing in $100 mln fund raise",0.0,0.909,0.091,0.0258
136,MSFT,Dec-22-20,12:15AM,"Google, Microsoft, Dell Join Facebook In Legal Fight Against Israeli Surveillance Firm NSO",0.16,0.613,0.227,0.0258
137,MSFT,Dec-21-20,09:20PM,Hackers Targeted Senior U.S. Treasury Officials in Data Breach,0.0,0.816,0.184,0.2023
138,MSFT,Dec-21-20,06:23PM,"Google, Cisco and VMware join Microsoft to oppose NSO Group in WhatsApp spyware case",0.0,0.855,0.145,0.296
139,MSFT,Dec-21-20,05:29PM,"Microsoft, Google, Cisco, VMware join legal battle against hacking company NSO",0.182,0.559,0.259,0.0258
140,MSFT,Dec-21-20,05:29PM,Electronic Arts Makes a Move,0.0,1.0,0.0,0.0
141,MSFT,Dec-21-20,05:05PM,Buy Apple and Microsoft Stock Heading Into 2021?,0.0,1.0,0.0,0.0
142,MSFT,Dec-21-20,04:36PM,Dow Claws Back 400-Point Loss; McConnell Touts 'Bipartisan Breakthrough' Stimulus Deal,0.274,0.726,0.0,-0.34
143,MSFT,Dec-21-20,04:29PM,Wall Street Scrambles to Find Security Plays Amid Unfolding SolarWinds Hack,0.0,0.672,0.328,0.5267
144,MSFT,Dec-21-20,04:28PM,"Googles Aramco Deal Risks Irking Staff Over Oil, Politics",0.208,0.792,0.0,-0.2732
145,MSFT,Dec-21-20,04:26PM,"Cloud Stocks To Watch: Adobe Stock Targets Breakout With AI, Machine Learning",0.0,1.0,0.0,0.0
146,MSFT,Dec-21-20,04:23PM,Microsoft Stock Upgraded To Buy On 2021 Cloud Prospects,0.0,0.784,0.216,0.296
147,MSFT,Dec-21-20,03:10PM,"Dow Jones Turns Higher After 400-Point Intraday Plunge; JPMorgan Flashes Buy Signal, Airbnb Soars To New High",0.0,1.0,0.0,0.0
148,MSFT,Dec-21-20,02:13PM,Microsoft's Reported Plans to Design Its Own CPUs: 5 Thoughts,0.0,1.0,0.0,0.0
149,MSFT,Dec-21-20,01:47PM,Why Intel and AMD Stocks Dipped Today,0.0,1.0,0.0,0.0
150,MSFT,Dec-21-20,11:25AM,Data And Cloud Technologies Helped IT Giants Stay Afloat This Year,0.0,1.0,0.0,0.0
151,MSFT,Dec-21-20,10:43AM,How to understand the extremely high stakes of Big Techs antitrust battle,0.191,0.809,0.0,-0.3818
152,MSFT,Dec-21-20,10:41AM,"Buy Microsoft to Bet on Cloud Growth, Says Citi. Its the Most Bullish Call on Wall Street.",0.0,0.86,0.14,0.3818
153,MSFT,Dec-21-20,10:36AM,Microsoft (MSFT) Developing Chips for Its Servers and PCs,0.0,1.0,0.0,0.0
154,MSFT,Dec-21-20,10:33AM,Microsoft (MSFT) Reportedly Mulling on Designing Chips In-House,0.0,1.0,0.0,0.0
155,MSFT,Dec-21-20,10:14AM,Top 5 S&P 500 Stocks That Helped the Index Gain in 2020,0.0,0.634,0.366,0.6369
156,MSFT,Dec-21-20,10:01AM,Will Zoom (ZM) Run Out Of Steam After COVID-19 Vaccine Arrives?,0.0,1.0,0.0,0.0
157,MSFT,Dec-21-20,09:39AM,"The Zacks Analyst Blog Highlights: NVIDIA, United Parcel Service, Danaher, Microsoft and Broadcom",0.0,0.811,0.189,0.4215
158,MSFT,Dec-21-20,09:31AM,"The Zacks Analyst Blog Highlights: Okta, NIC, Microsoft, Covetrus and J2 Global",0.0,1.0,0.0,0.0
159,MSFT,Dec-21-20,08:44AM,3 Stocks to Watch as Cybersecurity Companies Rally on SolarWinds Hack,0.0,1.0,0.0,0.0
160,MSFT,Dec-21-20,08:26AM,Morning Bell With Jim Cramer: Palantir Is Not the Next Tesla,0.0,1.0,0.0,0.0
161,MSFT,Dec-21-20,06:44AM,Tesla is technically the 'Spiders' 5th highest weighted component,0.0,1.0,0.0,0.0
162,MSFT,Dec-21-20,05:53AM,Facebook to stop scanning for child abuse images under EU privacy rules,0.39,0.61,0.0,-0.7506
163,MSFT,Dec-20-20,04:43PM,Here's What You Need To Know About Cyberattack Against US,0.0,1.0,0.0,0.0
164,MSFT,Dec-20-20,03:04PM,10 Best Stocks To Invest In Right Now According To Tech Billionaire,0.0,0.724,0.276,0.6369
165,MSFT,Dec-20-20,12:09PM,The 1 Mega-Cap Tech Stock That Doesn't Fear Washington,0.0,0.727,0.273,0.3875
166,MSFT,Dec-20-20,11:10AM,The Stock Markets 2021 Surprise: A Booming Economy and Tepid Returns,0.0,0.811,0.189,0.2732
167,MSFT,Dec-20-20,10:50AM,Put Your Coronavirus Stimulus Check to Work With These 3 Stocks,0.0,1.0,0.0,0.0
168,MSFT,Dec-20-20,08:10AM,The Biggest Reason Teladoc Can Stay on Top in Telehealth,0.0,0.833,0.167,0.2023
169,MSFT,Dec-19-20,06:12PM,INSIGHT-'Powerful tradecraft': how foreign cyber-spies compromised America,0.0,1.0,0.0,0.0
170,MSFT,Dec-19-20,05:57PM,Top 10 Stocks To Buy Now According To Secretive Billionaire Quant Hedge Fund Manager,0.0,0.878,0.122,0.2023
171,MSFT,Dec-19-20,04:37PM,INSIGHT-'Powerful tradecraft': how foreign cyber-spies compromised America,0.0,1.0,0.0,0.0
172,MSFT,Dec-19-20,02:46PM,Why Russia's massive cyberattack is especially insidious,0.0,1.0,0.0,0.0
173,MSFT,Dec-19-20,12:46PM,Second hacking team was targeting SolarWinds at time of big breach,0.0,1.0,0.0,0.0
174,MSFT,Dec-19-20,08:48AM,"What could rattle markets in 2021, even as vaccines are rolling out",0.0,1.0,0.0,0.0
175,MSFT,Dec-19-20,07:04AM,3 Stocks Warren Buffett Would Love,0.0,0.488,0.512,0.6369
176,MSFT,Dec-18-20,09:24PM,RingCentral Takes on Zooms and Slacks Hold Over Meeting Culture,0.0,1.0,0.0,0.0
177,MSFT,Dec-18-20,08:26PM,"Microsoft Designing Its Own Chips for Servers, Surface PCs",0.0,1.0,0.0,0.0
178,MSFT,Dec-18-20,06:48PM,Cisco Latest Victim of Russian Cyber-Attack Using SolarWinds,0.231,0.769,0.0,-0.2732
179,MSFT,Dec-18-20,06:37PM,Microsoft Says Its Systems Were Exposed to SolarWinds Hack,0.14,0.86,0.0,-0.0772
180,MSFT,Dec-18-20,06:10PM,Why Intel Stock Was Such a Dog on Friday,0.0,1.0,0.0,0.0
181,MSFT,Dec-18-20,06:02PM,Minnesota AG: Our antitrust case against Googles predatory behavior 'goes further',0.0,1.0,0.0,0.0
182,MSFT,Dec-18-20,05:39PM,Intel Stock Sinks on Report Microsoft May Build Own Chips for Azure Servers,0.0,1.0,0.0,0.0
183,MSFT,Dec-18-20,05:38PM,"Dow Jones Futures Rise On Nike Earnings, Bank Stock Buybacks; Tesla Stock Keeps Moving",0.0,1.0,0.0,0.0
184,MSFT,Dec-18-20,05:33PM,"Google Blames Gmail, YouTube Outage on Error in User ID System",0.375,0.625,0.0,-0.6597
185,MSFT,Dec-18-20,05:20PM,Intel Slips On Microsoft's Plans to Make Its Own Chips,0.0,1.0,0.0,0.0
186,MSFT,Dec-18-20,04:31PM,"Sony, Microsoft Offer Cyberpunk Refunds After Player Complaints",0.278,0.722,0.0,-0.4019
187,MSFT,Dec-18-20,04:13PM,Chip Stocks Fall On Report Microsoft Will Take Things In House,0.0,1.0,0.0,0.0
188,MSFT,Dec-18-20,03:39PM,Dan Ives on SolarWinds hack: This might go down as the worst attack that weve ever seen,0.324,0.676,0.0,-0.802
189,MSFT,Dec-18-20,03:14PM,WRAPUP 2-Hackers' broad attack sets cyber experts worldwide scrambling to defend networks,0.22,0.78,0.0,-0.4767
190,MSFT,Dec-18-20,02:10PM,"Barry Ritholtz and Josh Brown Wont Predict The Market, But Theyll Talk About Anything Else.",0.0,1.0,0.0,0.0
191,MSFT,Dec-18-20,01:49PM,10 Best Magic Formula Stocks To Buy Now,0.0,0.625,0.375,0.6369
192,MSFT,Dec-18-20,01:36PM,Hackers Monthslong Head Start Hamstrings Probe of U.S. Breach,0.0,1.0,0.0,0.0
193,MSFT,Dec-18-20,11:43AM,SolarWinds hack: Microsoft president says world is still undergoing remarkable cyber attack,0.186,0.599,0.216,0.128
194,MSFT,Dec-18-20,10:45AM,Sabre (SABR) Extends Debt Maturity With New Refinancing Plan,0.227,0.636,0.136,-0.25
195,MSFT,Dec-18-20,10:36AM,New Revelations Suggest Russian Hack Of US Agencies 'Very Possibly The Worst Ever',0.267,0.733,0.0,-0.6557
196,MSFT,Dec-18-20,10:15AM,Russia-Linked SolarWinds Hack Snags Widening List of Victims,0.247,0.753,0.0,-0.3182
197,MSFT,Dec-18-20,09:54AM,"Microsoft Named Top Pick by Morgan Stanley, Price Target Raised",0.0,0.833,0.167,0.2023
198,MSFT,Dec-18-20,09:50AM,"Sony Pulls ""Cyberpunk 2077"" After Rollout Debacle",0.0,1.0,0.0,0.0
199,MSFT,Dec-18-20,09:40AM,Microsoft Discovers Malware Related to SolarWinds Cyber Attack,0.307,0.693,0.0,-0.4767
200,AMZN,Dec-23-20,05:44PM,"After Incredible December Gains, Traders Cashed Out of Bitcoin Mining Stocks Today",0.0,0.821,0.179,0.34
201,AMZN,Dec-23-20,05:20PM,Biggest risks facing tech in 2021,0.296,0.704,0.0,-0.2732
202,AMZN,Dec-23-20,02:39PM,"The Zacks Analyst Blog Highlights: AMZN, WMT, UNH, MS and GSK",0.0,1.0,0.0,0.0
